songname,artist,album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,duration_ms,cluster_6_10
Get Down,Gilbert O'Sullivan,"I'm a Writer, Not a Fighter",0.77,0.888,1,-6.564,1,0.0342,0.511,8.39e-06,0.0472,0.919,124.65899999999999,4GjIIjBM20NhaBrvQKkQ5I,spotify:track:4GjIIjBM20NhaBrvQKkQ5I,https://api.spotify.com/v1/tracks/4GjIIjBM20NhaBrvQKkQ5I,159867,3
Out Of The Question,Gilbert O'Sullivan,Back to Front,0.535,0.7170000000000001,10,-6.737,1,0.0386,0.486,2.61e-05,0.146,0.845,205.356,772P0xStGVB1aopd5aTbKb,spotify:track:772P0xStGVB1aopd5aTbKb,https://api.spotify.com/v1/tracks/772P0xStGVB1aopd5aTbKb,177987,0
Ooh Baby,Gilbert O'Sullivan,"I'm a Writer, Not a Fighter",0.741,0.8690000000000001,1,-7.7860000000000005,0,0.0321,0.209,0.0,0.0627,0.9640000000000001,127.071,2w0PlERjtNkPVx6uXuJbpY,spotify:track:2w0PlERjtNkPVx6uXuJbpY,https://api.spotify.com/v1/tracks/2w0PlERjtNkPVx6uXuJbpY,223733,2
The Message,Cymande,Cymande,0.7809999999999999,0.695,3,-9.911,1,0.052000000000000005,0.20199999999999999,0.44799999999999995,0.121,0.9209999999999999,87.37200000000001,0z45ROnrntKRPC7QYQUk3N,spotify:track:0z45ROnrntKRPC7QYQUk3N,https://api.spotify.com/v1/tracks/0z45ROnrntKRPC7QYQUk3N,257760,4
It's So Hard To Say Goodbye To Yesterday,Boyz II Men,Cooleyhighharmony - Expanded Edition,0.3,0.225,4,-11.079,1,0.0264,0.915,0.0,0.159,0.294,87.698,264JdkdtNRAGL4M4PnDYHC,spotify:track:264JdkdtNRAGL4M4PnDYHC,https://api.spotify.com/v1/tracks/264JdkdtNRAGL4M4PnDYHC,168627,1
Proud Mary,Solomon Burke,Proud Mary (With Bonus Tracks),0.765,0.486,2,-10.823,1,0.0493,0.242,0.013999999999999999,0.139,0.7390000000000001,120.384,1DoB9qQAEHwV9s5BWofgUm,spotify:track:1DoB9qQAEHwV9s5BWofgUm,https://api.spotify.com/v1/tracks/1DoB9qQAEHwV9s5BWofgUm,202267,3
Let Me Love You Once,Greg Lake,Greg Lake,0.37799999999999995,0.534,9,-6.733,1,0.028999999999999998,0.00488,0.0,0.10800000000000001,0.16,137.63299999999998,1tFEA3TWjshfIeDH0shtbX,spotify:track:1tFEA3TWjshfIeDH0shtbX,https://api.spotify.com/v1/tracks/1tFEA3TWjshfIeDH0shtbX,258053,0
Heartless,Heart,Magazine,0.61,0.8340000000000001,11,-5.33,0,0.0359,0.0541,0.0197,0.0926,0.852,131.372,0TQ8uuzlzubDsoeYGmA3zF,spotify:track:0TQ8uuzlzubDsoeYGmA3zF,https://api.spotify.com/v1/tracks/0TQ8uuzlzubDsoeYGmA3zF,301227,2
Crazy On You,Heart,Dreamboat Annie,0.42700000000000005,0.45899999999999996,9,-12.442,0,0.0332,0.11599999999999999,0.000103,0.132,0.38299999999999995,129.878,5zH710lFSLtkHbMkslLDjR,spotify:track:5zH710lFSLtkHbMkslLDjR,https://api.spotify.com/v1/tracks/5zH710lFSLtkHbMkslLDjR,293440,2
Female Intuition,Mai Tai,1 Touch 2 Much,0.713,0.81,5,-10.236,0,0.0367,0.156,4.6899999999999995e-05,0.2,0.812,111.285,57RpYNriGgrpP7aa4dchR7,spotify:track:57RpYNriGgrpP7aa4dchR7,https://api.spotify.com/v1/tracks/57RpYNriGgrpP7aa4dchR7,244493,2
Let's Dance,Chris Montez,The Hits,0.7509999999999999,0.83,1,-6.215,1,0.0951,0.212,7.94e-06,0.0584,0.935,76.48899999999999,2Qm5DrmotzWvqNM3JlcQYo,spotify:track:2Qm5DrmotzWvqNM3JlcQYo,https://api.spotify.com/v1/tracks/2Qm5DrmotzWvqNM3JlcQYo,149627,3
Happy Days,Marv Johnson,The Marvelous Marv Johnson,0.705,0.64,5,-9.282,0,0.0458,0.838,0.0,0.44,0.938,120.06200000000001,5GIqxifzCrR5kcyHbUJq6A,spotify:track:5GIqxifzCrR5kcyHbUJq6A,https://api.spotify.com/v1/tracks/5GIqxifzCrR5kcyHbUJq6A,160827,2
All the Love I've Got,Marv Johnson,The Marvelous Marv Johnson,0.722,0.725,0,-10.026,1,0.0546,0.763,0.0,0.22899999999999998,0.8690000000000001,130.541,3BEpmi0uifCQ5PzdgD9aWN,spotify:track:3BEpmi0uifCQ5PzdgD9aWN,https://api.spotify.com/v1/tracks/3BEpmi0uifCQ5PzdgD9aWN,151973,3
A Sign of the Times,Petula Clark,The Ultimate Petula Clark,0.532,0.708,10,-9.162,1,0.0339,0.551,0.0,0.318,0.887,138.49,6EdGkH1mk7dKIgc3CKgo7F,spotify:track:6EdGkH1mk7dKIgc3CKgo7F,https://api.spotify.com/v1/tracks/6EdGkH1mk7dKIgc3CKgo7F,177067,3
Maria Elena,Los Indios Tabajaras,Maria Elena,0.665,0.0989,11,-19.132,1,0.0458,0.93,0.843,0.11,0.591,83.605,3ygHAK1w3qP4wp83KXUiiu,spotify:track:3ygHAK1w3qP4wp83KXUiiu,https://api.spotify.com/v1/tracks/3ygHAK1w3qP4wp83KXUiiu,187867,4
Here Comes The Judge,Pigmeat Markham,Here Come The Judge,0.746,0.648,5,-11.273,1,0.45899999999999996,0.616,0.0,0.623,0.8079999999999999,98.359,20WgikhqE0cdDqApl9eVKB,spotify:track:20WgikhqE0cdDqApl9eVKB,https://api.spotify.com/v1/tracks/20WgikhqE0cdDqApl9eVKB,159987,5
Am I That Easy To Forget?,Debbie Reynolds,Am I That Easy To Forget?,0.332,0.268,3,-14.41,1,0.0421,0.8420000000000001,1.66e-06,0.321,0.32,78.806,0v05cmI3vQXZs8CHMCI2mn,spotify:track:0v05cmI3vQXZs8CHMCI2mn,https://api.spotify.com/v1/tracks/0v05cmI3vQXZs8CHMCI2mn,141840,1
City Lights,Debbie Reynolds,Am I That Easy To Forget?,0.337,0.37,2,-11.91,1,0.0315,0.888,0.0,0.255,0.5710000000000001,97.956,2tKGUpiFebh8qv9HmXafLE,spotify:track:2tKGUpiFebh8qv9HmXafLE,https://api.spotify.com/v1/tracks/2tKGUpiFebh8qv9HmXafLE,146800,1
Too Much Tequila,The Champs,Greatest Hits / Tequila,0.8109999999999999,0.546,5,-8.516,1,0.0462,0.716,0.32799999999999996,0.124,0.9390000000000001,114.115,2gWAdYak6pGXWDG9phdesr,spotify:track:2gWAdYak6pGXWDG9phdesr,https://api.spotify.com/v1/tracks/2gWAdYak6pGXWDG9phdesr,135107,3
Our Winter Love,The Lettermen,Capitol Collectors Series,0.33,0.151,1,-17.069000000000003,1,0.0282,0.743,0.08800000000000001,0.109,0.166,77.703,4mSfwqx71pxE2PeYc7bvr7,spotify:track:4mSfwqx71pxE2PeYc7bvr7,https://api.spotify.com/v1/tracks/4mSfwqx71pxE2PeYc7bvr7,146400,1
Feelin' Way Too Damn Good,Nickelback,The Long Road,0.51,0.818,5,-5.626,1,0.0415,0.000722,0.000659,0.151,0.395,156.05,4i2WUspbfNZCnhkypoFKrM,spotify:track:4i2WUspbfNZCnhkypoFKrM,https://api.spotify.com/v1/tracks/4i2WUspbfNZCnhkypoFKrM,256453,0
Workin' On A Groovy Thing - Patti Drew Cover,The 5th Dimension,The Age Of Aquarius,0.62,0.721,7,-6.087999999999999,1,0.0267,0.419,0.0,0.132,0.924,104.682,1h7UT8AeLNwkJWVOF5lLM8,spotify:track:1h7UT8AeLNwkJWVOF5lLM8,https://api.spotify.com/v1/tracks/1h7UT8AeLNwkJWVOF5lLM8,190507,3
Something in Your Mouth,Nickelback,Dark Horse,0.6629999999999999,0.977,0,-3.0239999999999996,1,0.0575,0.00137,1.77e-05,0.17300000000000001,0.746,129.975,6wO0vMRAJB0r1lEWBJZNOq,spotify:track:6wO0vMRAJB0r1lEWBJZNOq,https://api.spotify.com/v1/tracks/6wO0vMRAJB0r1lEWBJZNOq,219253,0
Never Gonna Be Alone,Nickelback,Dark Horse,0.544,0.802,4,-4.152,1,0.0282,0.00155,7.340000000000001e-05,0.122,0.59,130.02200000000002,7aySoZnwt7c6lA54qVVUOk,spotify:track:7aySoZnwt7c6lA54qVVUOk,https://api.spotify.com/v1/tracks/7aySoZnwt7c6lA54qVVUOk,227027,0
Wings Of A Dove,Ferlin Husky,Capitol Collectors Series,0.498,0.555,4,-11.577,1,0.0468,0.54,0.0,0.26,0.888,184.891,2DD8OhehvkzSFeoRW0u7Gb,spotify:track:2DD8OhehvkzSFeoRW0u7Gb,https://api.spotify.com/v1/tracks/2DD8OhehvkzSFeoRW0u7Gb,139093,3
Mine Exclusively,The Olympics,"Something Old, Something New",0.557,0.9059999999999999,8,-5.64,1,0.0641,0.233,5.05e-06,0.264,0.8859999999999999,84.432,2T2edhKwGuVF69i45qXkto,spotify:track:2T2edhKwGuVF69i45qXkto,https://api.spotify.com/v1/tracks/2T2edhKwGuVF69i45qXkto,147772,3
The Bilbao Song,Andy Williams,Best Of Andy Williams,0.415,0.5329999999999999,0,-12.495999999999999,1,0.0369,0.841,8.13e-06,0.184,0.902,175.21599999999998,68cXqkPaHAFkotUv3ETwZD,spotify:track:68cXqkPaHAFkotUv3ETwZD,https://api.spotify.com/v1/tracks/68cXqkPaHAFkotUv3ETwZD,135773,1
(In The Summertime) You Don't Want My Love,Andy Williams,Best Of Andy Williams,0.665,0.546,4,-13.449000000000002,1,0.0561,0.688,0.0,0.132,0.8420000000000001,112.24,2It5KW85y1U0G4qlt4Lx1D,spotify:track:2It5KW85y1U0G4qlt4Lx1D,https://api.spotify.com/v1/tracks/2It5KW85y1U0G4qlt4Lx1D,137227,3
What The World Needs,Wynonna,What The World Needs Now Is Love,0.503,0.838,5,-3.622,0,0.0574,0.08,0.0,0.0615,0.546,169.997,3cgJ9TTQZdfh2jccUCUV1H,spotify:track:3cgJ9TTQZdfh2jccUCUV1H,https://api.spotify.com/v1/tracks/3cgJ9TTQZdfh2jccUCUV1H,215733,2
Angie Baby,Helen Reddy,Free And Easy,0.544,0.41200000000000003,7,-12.628,0,0.0482,0.5429999999999999,2.3199999999999998e-05,0.0839,0.527,79.957,46OZwUIGXFDclUHJYjunOj,spotify:track:46OZwUIGXFDclUHJYjunOj,https://api.spotify.com/v1/tracks/46OZwUIGXFDclUHJYjunOj,210693,1
Big In Vegas,Buck Owens,"All-Time Greatest Hits, Vol. 1",0.377,0.42,2,-12.399000000000001,1,0.0272,0.509,0.0,0.314,0.6579999999999999,178.90099999999998,4UjWBUQS4w3fBIaDRqUUQf,spotify:track:4UjWBUQS4w3fBIaDRqUUQf,https://api.spotify.com/v1/tracks/4UjWBUQS4w3fBIaDRqUUQf,186000,1
Your One And Only Love,Jackie Wilson,"A Woman, A Lover, A Friend",0.34,0.369,10,-9.975,1,0.0301,0.8370000000000001,1.01e-06,0.136,0.469,109.959,7M6YTNCCXcD4kK34pDBg7u,spotify:track:7M6YTNCCXcD4kK34pDBg7u,https://api.spotify.com/v1/tracks/7M6YTNCCXcD4kK34pDBg7u,165867,1
(You Were Made For) All My Love,Jackie Wilson,The Ultimate Jackie Wilson,0.321,0.46799999999999997,2,-4.934,1,0.0317,0.898,8.29e-06,0.113,0.41100000000000003,76.99,5ZPv7iC9p3qaTgaFbouI3O,spotify:track:5ZPv7iC9p3qaTgaFbouI3O,https://api.spotify.com/v1/tracks/5ZPv7iC9p3qaTgaFbouI3O,125867,1
"A Boy Named Sue - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,0.63,0.489,10,-12.144,1,0.18,0.77,0.0,0.381,0.7959999999999999,101.876,5xMNjx7uqCzMpJZSo4Wq55,spotify:track:5xMNjx7uqCzMpJZSo4Wq55,https://api.spotify.com/v1/tracks/5xMNjx7uqCzMpJZSo4Wq55,233813,3
"A Woman, A Lover, A Friend",Jackie Wilson,"A Woman, A Lover, A Friend",0.424,0.402,0,-9.4,1,0.0299,0.777,2.97e-05,0.34700000000000003,0.735,102.475,0QJEYxwztwNsHha0LIHAOU,spotify:track:0QJEYxwztwNsHha0LIHAOU,https://api.spotify.com/v1/tracks/0QJEYxwztwNsHha0LIHAOU,160560,1
Down the Street to 301,Johnny Cash,Now Here's Johnny Cash,0.588,0.5660000000000001,3,-7.468999999999999,1,0.0297,0.835,0.00144,0.308,0.966,89.459,1DEhQ2HExxttOAJ6I02ytO,spotify:track:1DEhQ2HExxttOAJ6I02ytO,https://api.spotify.com/v1/tracks/1DEhQ2HExxttOAJ6I02ytO,123631,3
Run To Him,Bobby Vee,Take Good Care Of My Baby,0.32299999999999995,0.45899999999999996,7,-11.686,1,0.0312,0.5920000000000001,0.0,0.0931,0.58,99.309,1QhVLyrR1If5e5i7TA8xwh,spotify:track:1QhVLyrR1If5e5i7TA8xwh,https://api.spotify.com/v1/tracks/1QhVLyrR1If5e5i7TA8xwh,130133,1
Like Strangers,The Everly Brothers,The Fabulous Style Of The Everly Brothers,0.5920000000000001,0.213,6,-15.895999999999999,1,0.0278,0.743,2.89e-06,0.0729,0.397,88.635,0kix2VBMMe6KQVTahDj11s,spotify:track:0kix2VBMMe6KQVTahDj11s,https://api.spotify.com/v1/tracks/0kix2VBMMe6KQVTahDj11s,122200,1
Five Brothers,Marty Robbins,More Gunfighter Ballads and Trail Songs,0.634,0.414,1,-12.165,1,0.0611,0.75,0.0,0.16399999999999998,0.565,129.137,39kqEgevkI3UxStWdR2cfR,spotify:track:39kqEgevkI3UxStWdR2cfR,https://api.spotify.com/v1/tracks/39kqEgevkI3UxStWdR2cfR,131667,1
When Will I Be Loved,The Everly Brothers,The Fabulous Style Of The Everly Brothers,0.583,0.478,11,-9.868,1,0.0279,0.0933,0.0,0.196,0.899,118.01899999999999,27TC9sT6A3Tr29O9Ya3xWL,spotify:track:27TC9sT6A3Tr29O9Ya3xWL,https://api.spotify.com/v1/tracks/27TC9sT6A3Tr29O9Ya3xWL,125973,3
Dedicated To The One I Love,"The ""5"" Royales",Dedicated To You,0.465,0.32,5,-10.759,0,0.0384,0.39799999999999996,1e-05,0.19699999999999998,0.763,110.40799999999999,3FBRUiKXQUtRzLv8o9UAJb,spotify:track:3FBRUiKXQUtRzLv8o9UAJb,https://api.spotify.com/v1/tracks/3FBRUiKXQUtRzLv8o9UAJb,165173,2
"Help Me, Rhonda - Single Version/Remastered 2001",The Beach Boys,Summer Days (And Summer Nights) [Remastered],0.544,0.748,1,-6.242999999999999,1,0.0298,0.311,0.0007160000000000001,0.0633,0.825,139.739,3haZcHm3HydDVxm3je3Zmg,spotify:track:3haZcHm3HydDVxm3je3Zmg,https://api.spotify.com/v1/tracks/3haZcHm3HydDVxm3je3Zmg,168240,3
Troubles I've Had,Clarence Ashe,Clarence Ashe,0.652,0.436,5,-10.139,0,0.0498,0.159,0.00018700000000000002,0.21600000000000003,0.537,93.38600000000001,1uCqMjz7ABl7dPwhzPEzIe,spotify:track:1uCqMjz7ABl7dPwhzPEzIe,https://api.spotify.com/v1/tracks/1uCqMjz7ABl7dPwhzPEzIe,220587,2
Everybody's Got To Learn Sometime,The Korgis,The Korgis Kollection,0.425,0.298,1,-12.037,0,0.0258,0.0154,0.00133,0.0725,0.0929,75.038,2PxyiPwogw6C9yu1jRgFiA,spotify:track:2PxyiPwogw6C9yu1jRgFiA,https://api.spotify.com/v1/tracks/2PxyiPwogw6C9yu1jRgFiA,251947,1
Fool for the City,Foghat,Fool for the City,0.348,0.977,0,-2.113,1,0.131,0.000496,0.000642,0.239,0.46299999999999997,140.046,2SUg1AhsYsHUz4xzNlMnBQ,spotify:track:2SUg1AhsYsHUz4xzNlMnBQ,https://api.spotify.com/v1/tracks/2SUg1AhsYsHUz4xzNlMnBQ,271853,0
Drivin' Wheel,Foghat,Night Shift,0.475,0.9129999999999999,7,-9.084,1,0.0531,0.00954,0.083,0.0916,0.664,139.71,330EfGkhYhSake0MY2SOiA,spotify:track:330EfGkhYhSake0MY2SOiA,https://api.spotify.com/v1/tracks/330EfGkhYhSake0MY2SOiA,313800,0
Old Enough To Love - Remastered,Ricky Nelson,Ricky Sings Again (Expanded Edition / Remastered),0.6940000000000001,0.483,6,-9.749,1,0.0282,0.679,0.0147,0.102,0.45,115.03200000000001,3lbIsyhdbxUVeh9Mc1iwWW,spotify:track:3lbIsyhdbxUVeh9Mc1iwWW,https://api.spotify.com/v1/tracks/3lbIsyhdbxUVeh9Mc1iwWW,137707,1
"Lovin', Touchin', Squeezin'",Journey,Evolution,0.40299999999999997,0.644,2,-8.607999999999999,1,0.0439,0.0991,0.00017900000000000001,0.231,0.7140000000000001,211.27,0VQ0n5gMgJLNixG8BfWBT5,spotify:track:0VQ0n5gMgJLNixG8BfWBT5,https://api.spotify.com/v1/tracks/0VQ0n5gMgJLNixG8BfWBT5,230533,0
Even Better Than The Real Thing,U2,Achtung Baby (Deluxe Edition),0.505,0.759,7,-6.871,1,0.0303,0.00112,0.000365,0.168,0.65,128.63,4bK2vKMdkS0rNhbzRqAZe0,spotify:track:4bK2vKMdkS0rNhbzRqAZe0,https://api.spotify.com/v1/tracks/4bK2vKMdkS0rNhbzRqAZe0,221373,0
In The Still Of The Night,Dion,Runaround Sue,0.439,0.381,2,-11.124,0,0.028999999999999998,0.544,0.0,0.0715,0.486,110.325,1swkskqEBEyaplF10RuzGw,spotify:track:1swkskqEBEyaplF10RuzGw,https://api.spotify.com/v1/tracks/1swkskqEBEyaplF10RuzGw,169373,1
"Soul Serenade - Live at Fillmore West, 3/7/1971",King Curtis,Live At The Fillmore West,0.44,0.335,1,-13.079,1,0.0412,0.828,0.39299999999999996,0.6990000000000001,0.509,133.346,3YdXeDgkVDM3vZm5wxw2AI,spotify:track:3YdXeDgkVDM3vZm5wxw2AI,https://api.spotify.com/v1/tracks/3YdXeDgkVDM3vZm5wxw2AI,332266,1
Baby Sittin' Boogie,Buzz Clifford,Baby Sittin' with Buzz Clifford,0.5489999999999999,0.457,6,-11.628,1,0.0711,0.963,1.18e-05,0.209,0.9229999999999999,139.909,759mOolQH5z1Qn0aVnbZiV,spotify:track:759mOolQH5z1Qn0aVnbZiV,https://api.spotify.com/v1/tracks/759mOolQH5z1Qn0aVnbZiV,127400,1
The Comancheros,Claude King,Meet Claude King,0.623,0.44299999999999995,3,-12.175,1,0.0444,0.861,0.0,0.192,0.961,77.615,0XUeKkxjDREbEemxDpy602,spotify:track:0XUeKkxjDREbEemxDpy602,https://api.spotify.com/v1/tracks/0XUeKkxjDREbEemxDpy602,133893,3
Walk Slow,Little Willie John,Sure Things,0.494,0.353,10,-14.231,1,0.0359,0.45399999999999996,0.105,0.22699999999999998,0.509,119.96600000000001,2BX5CrzCWQ2K0I2q4M9DOd,spotify:track:2BX5CrzCWQ2K0I2q4M9DOd,https://api.spotify.com/v1/tracks/2BX5CrzCWQ2K0I2q4M9DOd,161987,1
The Very Thought Of You,Little Willie John,28 Big Ones,0.35,0.424,10,-11.472000000000001,1,0.0319,0.226,0.0316,0.154,0.441,87.84100000000001,7hRMWeWbVzyaMGWR3qwYMD,spotify:track:7hRMWeWbVzyaMGWR3qwYMD,https://api.spotify.com/v1/tracks/7hRMWeWbVzyaMGWR3qwYMD,139693,1
Now You Know,Little Willie John,28 Big Ones,0.6890000000000001,0.27399999999999997,5,-14.263,0,0.0703,0.67,0.0,0.0991,0.263,110.874,3N8MEvqJhPJEE4bh2khIsn,spotify:track:3N8MEvqJhPJEE4bh2khIsn,https://api.spotify.com/v1/tracks/3N8MEvqJhPJEE4bh2khIsn,136987,1
Such a Night,Elvis Presley,Elvis Is Back,0.418,0.7659999999999999,11,-11.415,1,0.0862,0.747,0.0,0.222,0.9059999999999999,171.755,1vGfZYrNSxT72PdgToMubU,spotify:track:1vGfZYrNSxT72PdgToMubU,https://api.spotify.com/v1/tracks/1vGfZYrNSxT72PdgToMubU,178760,3
Woman's Gotta Have It,Bobby Womack,The Best Of Bobby Womack - The Soul Years,0.506,0.59,11,-8.922,0,0.0302,0.5670000000000001,2.1e-05,0.17,0.735,83.62700000000001,20HCbY9qPpi1H2pP2MRUWy,spotify:track:20HCbY9qPpi1H2pP2MRUWy,https://api.spotify.com/v1/tracks/20HCbY9qPpi1H2pP2MRUWy,210453,2
That's The Way I Feel About 'Cha,Bobby Womack,Communication,0.439,0.44299999999999995,2,-11.116,1,0.0373,0.5670000000000001,5.98e-05,0.57,0.716,106.382,1Bqj5L5Zh3e9Fjmkoq1vaq,spotify:track:1Bqj5L5Zh3e9Fjmkoq1vaq,https://api.spotify.com/v1/tracks/1Bqj5L5Zh3e9Fjmkoq1vaq,310227,1
Wonderland By Night (Wunderland bei Nacht),Bert Kaempfert,Wonderland By Night (Remastered),0.368,0.27,4,-8.344,1,0.0272,0.905,0.863,0.23399999999999999,0.23199999999999998,70.391,1xDkYGbHn8BSLVRGFrYeuq,spotify:track:1xDkYGbHn8BSLVRGFrYeuq,https://api.spotify.com/v1/tracks/1xDkYGbHn8BSLVRGFrYeuq,193107,4
Alvin's Boo-Ga-Loo,Alvin Cash,Windy City Workout,0.778,0.529,11,-10.809000000000001,0,0.0367,0.595,0.125,0.541,0.89,114.82,2N1T9jGtCOcyE34fAdgPQC,spotify:track:2N1T9jGtCOcyE34fAdgPQC,https://api.spotify.com/v1/tracks/2N1T9jGtCOcyE34fAdgPQC,156817,2
Double Dutch Bus,Frankie Smith,Double Dutch Bus,0.915,0.52,8,-9.257,1,0.132,0.0018,0.00035,0.0293,0.47100000000000003,119.47,1EVJeWeItAPcATFolrw3VR,spotify:track:1EVJeWeItAPcATFolrw3VR,https://api.spotify.com/v1/tracks/1EVJeWeItAPcATFolrw3VR,320973,3
Motown Review,Philly Cream,Motown Review,0.67,0.6509999999999999,9,-10.78,0,0.0305,0.0167,1.0199999999999999e-05,0.0436,0.823,132.99200000000002,4Ajw0QFjYVh8zrlItY2i5M,spotify:track:4Ajw0QFjYVh8zrlItY2i5M,https://api.spotify.com/v1/tracks/4Ajw0QFjYVh8zrlItY2i5M,348707,2
Have A Little Faith,David Houston,Best Of David Houston,0.629,0.467,7,-12.597000000000001,1,0.0408,0.605,0.006670000000000001,0.132,0.606,133.276,6DyGA9SgVADFAJsduweUFO,spotify:track:6DyGA9SgVADFAJsduweUFO,https://api.spotify.com/v1/tracks/6DyGA9SgVADFAJsduweUFO,139573,1
I Still Get Jealous,Louis Armstrong,"Hello, Dolly! (Remastered)",0.583,0.486,7,-9.315,0,0.0675,0.764,0.0,0.111,0.812,73.354,5OBriDrN0dLdVcPyuGS5m8,spotify:track:5OBriDrN0dLdVcPyuGS5m8,https://api.spotify.com/v1/tracks/5OBriDrN0dLdVcPyuGS5m8,133267,2
Wrack My Brain,Ringo Starr,Very Best Of,0.684,0.7340000000000001,11,-6.995,1,0.0302,0.135,9.31e-05,0.12300000000000001,0.898,130.62,0fOAIOvfKsD7XStpBkwKjJ,spotify:track:0fOAIOvfKsD7XStpBkwKjJ,https://api.spotify.com/v1/tracks/0fOAIOvfKsD7XStpBkwKjJ,141667,3
There Goes My Everything,Elvis Presley,Elvis Country,0.366,0.303,8,-16.191,1,0.0308,0.6779999999999999,0.00045,0.113,0.5379999999999999,83.16799999999999,0LoDU83vAUpVxYfJvyxxRc,spotify:track:0LoDU83vAUpVxYfJvyxxRc,https://api.spotify.com/v1/tracks/0LoDU83vAUpVxYfJvyxxRc,190040,1
Bad - 2012 Remaster,Michael Jackson,Bad 25th Anniversary,0.787,0.889,8,-3.786,1,0.0397,0.00462,0.423,0.0665,0.39399999999999996,114.09100000000001,5lWFrW5T3JtxVCLDb7etPu,spotify:track:5lWFrW5T3JtxVCLDb7etPu,https://api.spotify.com/v1/tracks/5lWFrW5T3JtxVCLDb7etPu,247360,0
Rock with You - Single Version,Michael Jackson,Off the Wall,0.8079999999999999,0.535,1,-12.520999999999999,1,0.0353,0.179,9.91e-05,0.158,0.848,114.031,7oOOI85fVQvVnK5ynNMdW7,spotify:track:7oOOI85fVQvVnK5ynNMdW7,https://api.spotify.com/v1/tracks/7oOOI85fVQvVnK5ynNMdW7,220627,3
Black or White,Michael Jackson,Dangerous,0.518,0.9009999999999999,9,-3.7489999999999997,1,0.09300000000000001,0.174,0.0314,0.0712,0.873,115.02600000000001,7EsjkelQuoUlJXEw7SeVV4,spotify:track:7EsjkelQuoUlJXEw7SeVV4,https://api.spotify.com/v1/tracks/7EsjkelQuoUlJXEw7SeVV4,254933,0
They Don't Care About Us,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",0.8590000000000001,0.905,0,-5.539,0,0.129,0.205,0.00837,0.322,0.731,89.946,3wuCCNCnBhJlwkIJTBZFiv,spotify:track:3wuCCNCnBhJlwkIJTBZFiv,https://api.spotify.com/v1/tracks/3wuCCNCnBhJlwkIJTBZFiv,284160,2
Will You Be There - Single Version,Michael Jackson,The Essential Michael Jackson,0.413,0.626,6,-6.504,0,0.0735,0.511,0.000338,0.0845,0.435,82.971,36O7qmyKLHpUY6WdWh8M5g,spotify:track:36O7qmyKLHpUY6WdWh8M5g,https://api.spotify.com/v1/tracks/36O7qmyKLHpUY6WdWh8M5g,220387,2
She's Out of My Life - Single Version,Michael Jackson,Off the Wall,0.293,0.0348,4,-23.92,1,0.0414,0.9620000000000001,0.000212,0.105,0.10099999999999999,130.959,6NGsHLZYGVAkXTFr75WWnn,spotify:track:6NGsHLZYGVAkXTFr75WWnn,https://api.spotify.com/v1/tracks/6NGsHLZYGVAkXTFr75WWnn,218267,1
Tie A Yellow Ribbon ‘Round The Ole Oak Tree,Tony Orlando,Timeless The Big Hits,0.521,0.524,3,-13.802999999999999,1,0.0886,0.561,0.0,0.11599999999999999,0.69,179.83,33YiQDExz6hoc4d0d3MrPL,spotify:track:33YiQDExz6hoc4d0d3MrPL,https://api.spotify.com/v1/tracks/33YiQDExz6hoc4d0d3MrPL,198413,1
Wild In The Streets,British Lions,British Lions,0.486,0.7959999999999999,9,-8.14,1,0.0965,0.00614,0.00264,0.0619,0.636,130.578,5RCCLWMF23BMcpUdewDVPp,spotify:track:5RCCLWMF23BMcpUdewDVPp,https://api.spotify.com/v1/tracks/5RCCLWMF23BMcpUdewDVPp,180973,0
Cold Cold Heart,Dinah Washington,Music For Late Hours,0.5589999999999999,0.253,0,-10.267000000000001,1,0.0514,0.878,0.000145,0.0787,0.517,87.895,61PT35m8YfPJL4c6NBtDgL,spotify:track:61PT35m8YfPJL4c6NBtDgL,https://api.spotify.com/v1/tracks/61PT35m8YfPJL4c6NBtDgL,203227,1
Crown of Creation,Jefferson Starship,The Best of Mick's Picks,0.258,0.62,4,-9.722999999999999,0,0.0412,0.336,2.18e-05,0.188,0.41200000000000003,128.665,12gpjvLRwVtI1WZL0EutZw,spotify:track:12gpjvLRwVtI1WZL0EutZw,https://api.spotify.com/v1/tracks/12gpjvLRwVtI1WZL0EutZw,204931,2
White Rabbit,Jefferson Starship,Soiled Dove,0.48,0.278,2,-11.009,1,0.0298,0.754,1.43e-06,0.649,0.0789,103.51700000000001,5Qa5QH2Ul5GuPITlsKAycZ,spotify:track:5Qa5QH2Ul5GuPITlsKAycZ,https://api.spotify.com/v1/tracks/5Qa5QH2Ul5GuPITlsKAycZ,178013,1
Find Your Way Back,Jefferson Starship,Modern Times,0.579,0.9229999999999999,0,-5.66,1,0.0387,0.384,0.0783,0.784,0.439,126.34700000000001,1QlHzR2Nl7gJlb4n3OrtrV,spotify:track:1QlHzR2Nl7gJlb4n3OrtrV,https://api.spotify.com/v1/tracks/1QlHzR2Nl7gJlb4n3OrtrV,255467,0
